scenario,pool,pool_label,window_years,n_windows,raw_cagr_win_rate,samevol_cagr_win_rate,mdd_better_rate,samevol_mdd_better_rate,sharpe_win_rate,calmar_win_rate,samevol_calmar_win_rate,median_delta_cagr,median_samevol_delta_cagr,median_mdd_reduction,median_samevol_mdd_reduction,median_calmar_ratio,median_samevol_calmar_ratio
common_sample,BTC_ONLY,BTC only,1,65,0.3230769230769231,0.5230769230769231,0.9230769230769231,0.6153846153846154,0.5230769230769231,0.49230769230769234,0.5230769230769231,-0.3267989631717956,0.0022655062274605786,0.2065625905392502,0.01044479161873213,0.6827260741924265,0.7839701462534652
common_sample,BTC_ONLY,BTC only,2,53,0.49056603773584906,0.7358490566037735,0.8867924528301887,0.660377358490566,0.7358490566037735,0.6226415094339622,0.6415094339622641,-0.06716004811166165,0.05649691417848024,0.26776792185344633,0.04953359546586,0.6548287547340534,0.7325904706917868
common_sample,BTC_ONLY,BTC only,3,41,0.6341463414634146,0.8292682926829268,1.0,0.8048780487804879,0.8292682926829268,0.8048780487804879,0.8048780487804879,0.07036377458435839,0.16922440385546111,0.498082370866327,0.16857249896877036,3.3565331698018834,3.1618792229070665
common_sample,CORE4,Core4,1,58,0.4827586206896552,0.4482758620689655,1.0,0.6379310344827587,0.4482758620689655,0.5172413793103449,0.5344827586206896,-0.015729460346224855,-0.014552436060141838,0.3436381312665216,0.030407843873215823,0.723872620381385,1.0328864729315153
common_sample,CORE4,Core4,2,46,0.391304347826087,0.6304347826086957,1.0,0.5434782608695652,0.6304347826086957,0.6739130434782609,0.6521739130434783,-0.25062743041709223,0.028024358208787237,0.4439544120951392,0.009239608890395934,0.7582704293664196,1.098981601394596
common_sample,CORE4,Core4,3,34,0.2647058823529412,0.8235294117647058,1.0,0.7352941176470589,0.8235294117647058,0.7941176470588235,0.7352941176470589,-0.17391032052928201,0.07621310212705112,0.5538163296148426,0.08877487572718135,1.7397909093967137,1.862803293463545
common_sample,POOL12,12 coin pool,1,56,0.44642857142857145,0.6785714285714286,1.0,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.7142857142857143,-0.03639856485791959,0.053393488209379725,0.3900881218211304,0.01563110841564569,1.0184625410036552,1.3417037690717502
common_sample,POOL12,12 coin pool,2,44,0.4318181818181818,0.9090909090909091,1.0,0.7045454545454546,0.9090909090909091,0.9318181818181818,0.9318181818181818,-0.11956323157141291,0.07976867527689446,0.4810620963869798,0.01708109756852033,1.384140056969866,1.5740364305471846
common_sample,POOL12,12 coin pool,3,32,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.008533810793436958,0.14749933661546466,0.5360051442791278,0.05353198031184164,2.064463778268446,2.6054376043704233
